time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR
2021-04-07 20:00,5.0,744.4,766.6,-0.9,22.0,从西南方吹来的风,2,,10.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.1,7.7,,,,,,7.0,-15.0,,12.0
2021-04-07 23:00,4.0,743.5,765.5,-0.9,23.0,从西南偏西方向吹来的风,3,,10.0,,霾 ,,,,7.7,,,,,,5.0,-15.3,,12.0
2021-04-08 02:00,1.1,743.2,765.3,-0.3,36.0,从西方吹来的风,3,,9.0,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.1,7.7,,,,,,6.0,-12.3,,12.0
2021-04-08 05:00,-0.3,744.5,766.7,1.3,44.0,从东北偏北方向吹来的风,2,,8.0,,霾 ,,,-3.2,7.7,,,,,,4.5,-11.1,,12.0
2021-04-08 08:00,3.8,746.5,768.6,2.0,16.0,从东北偏北方向吹来的风,4,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.2,7.7,,,,,,13.0,-19.8,,12.0
2021-04-08 11:00,5.8,747.0,769.1,0.5,16.0,从西北偏北方向吹来的风,5,,9.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.2,7.7,,,,,,13.0,-18.1,,12.0
2021-04-08 14:00,7.8,746.3,768.4,-0.7,16.0,从北方吹来的风,4,,11.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.2,8.2,,,,,,12.0,-16.5,,12.0
2021-04-08 17:00,7.3,746.0,768.2,-0.3,18.0,从西北偏北方向吹来的风,3,,11.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.2,8.4,,,,,,10.0,-15.5,,12.0
2021-04-08 20:00,1.1,746.7,769.0,0.7,34.0,从东方吹来的风,0,,11.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.2,8.4,,,,,,8.0,-13.0,,12.0
2021-04-08 23:00,-1.4,747.1,769.5,0.4,45.0,从东方吹来的风,1,,11.0,,云量发展情况没有进行观测或无法观测。 ,,,-3.2,8.4,,,,,,8.0,-11.8,,12.0
2021-04-09 02:00,-2.8,747.9,770.2,0.8,47.0,从东方吹来的风,1,,9.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.2,8.4,,,,,,8.0,-12.6,,12.0
2021-04-09 05:00,-3.5,748.3,770.8,0.4,53.0,从东方吹来的风,1,,6.0,,云量发展情况没有进行观测或无法观测。 ,,,-3.9,8.4,,,,,,9.0,-11.7,,12.0
2021-04-09 08:00,5.9,749.6,772.0,1.3,21.0,从南方吹来的风,2,,3.0,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,8.4,,,,,,7.0,-14.8,,12.0
2021-04-09 11:00,9.6,749.6,771.9,0.0,17.0,从西北偏西方向吹来的风,2,,4.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,9.8,,,,,,9.0,-14.3,,12.0
2021-04-09 14:00,12.3,748.3,770.5,-1.3,13.0,从东南偏南方向吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,12.5,,,,,,11.0,-15.4,,12.0
2021-04-09 17:00,12.2,747.6,769.8,-0.7,16.0,从南方吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,13.3,,,,,,10.0,-12.9,,12.0
2021-04-09 20:00,7.5,748.4,770.5,0.8,24.0,从东南偏南方向吹来的风,1,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,13.3,,,,,,9.0,-11.8,,12.0
2021-04-09 23:00,5.9,748.3,770.3,-0.1,27.0,从东南方吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,,,-3.9,13.3,,,,,,8.0,-11.7,,12.0
2021-04-10 02:00,6.7,747.8,769.6,-0.5,25.0,从东南偏南方向吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,13.3,,,,,,7.0,-12.0,,12.0
2021-04-10 05:00,6.3,747.6,769.4,-0.2,25.0,从东南方吹来的风,3,,6.0,,云量发展情况没有进行观测或无法观测。 ,,,-3.6,13.3,,,,,,9.0,-12.3,,12.0
2021-04-10 08:00,10.2,747.9,769.7,0.3,21.0,从东南偏南方向吹来的风,4,,7.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.2,13.3,,,,,,9.0,-11.2,,12.0
2021-04-10 11:00,15.9,746.9,768.6,-1.0,18.0,从西南偏南方向吹来的风,4,,9.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.2,16.3,,,,,,11.0,-8.4,,12.0
2021-04-10 14:00,18.5,745.2,766.6,-1.7,19.0,从西南偏西方向吹来的风,4,,10.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.2,18.5,,,,,,10.0,-5.5,,12.0
2021-04-10 17:00,17.6,744.1,765.6,-1.1,28.0,从西南偏西方向吹来的风,5,,11.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.2,18.8,,,,,,8.0,-1.1,,12.0
2021-04-10 20:00,14.9,744.7,766.2,0.6,33.0,从西南方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.2,18.8,,,,,,8.0,-1.2,,12.0
2021-04-10 23:00,13.1,744.7,766.0,0.0,34.0,从西南偏南方向吹来的风,4,,11.0,,云量发展情况没有进行观测或无法观测。 ,,,5.3,18.8,,,,,,10.0,-2.4,,12.0
2021-04-11 02:00,11.9,744.7,766.0,0.0,39.0,从西南偏南方向吹来的风,5,,11.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.1,18.8,,,,,,10.0,-1.6,,12.0
2021-04-11 05:00,10.8,744.7,766.1,0.0,45.0,从西南偏南方向吹来的风,4,,9.0,,云量发展情况没有进行观测或无法观测。 ,,,6.1,18.8,,,,,,9.0,-0.7,,12.0
2021-04-11 08:00,14.1,744.9,766.2,0.2,37.0,从西南方吹来的风,5,,10.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.2,18.8,,,,,,9.0,-0.4,,12.0
2021-04-11 11:00,17.7,744.5,765.7,-0.4,30.0,从西南偏西方向吹来的风,7,,15.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,18.8,,,,,,8.0,-0.1,,12.0
2021-04-11 14:00,18.8,743.6,764.8,-0.9,32.0,从西南偏西方向吹来的风,8,,16.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,19.0,,,,,,8.0,1.8,,12.0
2021-04-11 17:00,15.5,743.7,765.1,0.1,41.0,从西南偏西方向吹来的风,7,,16.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,19.0,,,,,,8.0,2.3,,12.0
2021-04-11 20:00,14.3,744.0,765.3,0.3,37.0,从西南偏西方向吹来的风,3,,16.0,,云量发展情况没有进行观测或无法观测。 ,雨,在整个相应周期内云遮住了一半或以下的天空,10.7,19.0,,,,,,11.0,-0.2,,12.0
2021-04-11 23:00,13.6,743.5,764.8,-0.5,39.0,从西南方吹来的风,3,,16.0,,云量发展情况没有进行观测或无法观测。 ,,,10.7,19.0,,,,,,12.0,-0.1,,12.0
2021-04-12 02:00,12.1,742.4,763.6,-1.1,39.0,从西南方吹来的风,4,,15.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,10.7,19.0,,,,,,12.0,-1.4,,12.0
2021-04-12 05:00,11.3,741.1,762.4,-1.3,39.0,从西南偏南方向吹来的风,4,,13.0,,云量发展情况没有进行观测或无法观测。 ,,,10.7,19.0,,,,,,13.0,-2.1,,12.0
2021-04-12 08:00,13.5,740.2,761.4,-0.9,31.0,从西南方吹来的风,5,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.0,19.0,,,,,,13.0,-3.3,,12.0
2021-04-12 11:00,16.2,738.8,760.0,-1.4,24.0,从西南偏西方向吹来的风,7,,17.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.0,19.0,,,,,,11.0,-4.4,,12.0
2021-04-12 14:00,14.8,737.5,758.6,-1.3,44.0,从西南偏西方向吹来的风,7,,19.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.0,18.8,,,,,,12.0,2.7,,12.0
2021-04-12 17:00,5.5,737.5,759.1,0.0,92.0,从西北方吹来的风,5,,19.0,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,5.5,17.1,,,,,,3.6,4.3,3.0,12.0
2021-04-12 20:00,-0.2,740.4,762.2,2.9,94.0,从西北偏北方向吹来的风,4,,19.0,,间歇性雪，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-0.2,17.1,,,,,,6.0,-1.1,7.0,12.0
2021-04-12 23:00,-1.7,741.4,763.2,1.0,85.0,从西北偏北方向吹来的风,4,,19.0,,云量发展情况没有进行观测或无法观测。 ,,,-1.7,17.1,,,,,,14.0,-4.0,8.0,12.0
2021-04-13 02:00,-3.3,742.0,763.9,0.6,81.0,从西北偏北方向吹来的风,4,,15.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.4,17.1,,,,,,22.0,-6.1,8.0,12.0
2021-04-13 05:00,-4.7,742.1,764.5,0.1,89.0,从西北偏西方向吹来的风,2,,10.0,,云量发展情况没有进行观测或无法观测。 ,,,-4.7,,,,,,,25.0,-6.2,4.0,12.0
2021-04-13 08:00,-2.1,742.1,764.6,0.0,68.0,从西北方吹来的风,3,,10.0,,云量发展情况没有进行观测或无法观测。 ,雪或雨夹雪,在整个相应周期内云遮住了一半或以下的天空,-4.7,,,,,,,14.0,-7.2,0.3,12.0
2021-04-13 11:00,1.9,741.6,763.9,-0.5,41.0,从西北偏西方向吹来的风,4,,10.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-4.7,,,,,,,15.0,-10.0,,12.0
2021-04-13 14:00,3.7,740.4,762.7,-1.2,31.0,从西北方吹来的风,6,,11.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-4.7,,,,,,,15.0,-11.9,,12.0
2021-04-13 17:00,3.5,739.9,762.2,-0.5,25.0,从西北方吹来的风,4,,11.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-4.7,5.4,,,,,,14.0,-14.7,,12.0
2021-04-13 20:00,2.4,739.3,761.5,-0.6,31.0,从南方吹来的风,3,,11.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-4.7,4.5,,,,,,14.0,-13.0,,12.0
2021-04-13 23:00,1.9,738.1,760.2,-1.2,34.0,从西南偏南方向吹来的风,3,,11.0,,云量发展情况没有进行观测或无法观测。 ,,,,4.5,,,,,,14.0,-12.3,,12.0
2021-04-14 02:00,1.8,736.8,758.8,-1.3,38.0,从西南方吹来的风,3,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,4.5,,,,,,15.0,-11.0,,12.0
2021-04-14 05:00,0.6,736.6,758.7,-0.2,58.0,从西南偏西方向吹来的风,4,,10.0,,云量发展情况没有进行观测或无法观测。 ,,,,4.5,,,,,,15.0,-6.9,,12.0
2021-04-14 08:00,3.0,738.2,760.3,1.6,47.0,从西方吹来的风,3,,10.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.0,4.5,,,,,,14.0,-7.2,,12.0
2021-04-14 11:00,6.6,738.6,760.5,0.4,24.0,从西北方吹来的风,4,,10.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,7.3,,,,,,14.0,-12.5,,12.0
2021-04-14 14:00,9.1,738.0,759.8,-0.6,20.0,从西北偏西方向吹来的风,5,,11.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,9.4,,,,,,15.0,-12.7,,12.0
2021-04-14 17:00,9.3,737.8,759.6,-0.2,13.0,从西方吹来的风,5,,12.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,9.8,,,,,,14.0,-17.7,,12.0
2021-04-14 20:00,3.1,738.2,760.3,0.4,30.0,从南方吹来的风,1,,12.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,9.8,,,,,,11.0,-12.8,,12.0
2021-04-14 23:00,5.8,737.5,759.3,-0.7,23.0,从南方吹来的风,2,,12.0,,云量发展情况没有进行观测或无法观测。 ,,,0.5,9.8,,,,,,11.0,-13.8,,12.0
2021-04-15 02:00,5.4,736.6,758.2,-0.9,31.0,从东南偏南方向吹来的风,2,,12.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,9.8,,,,,,12.0,-10.4,,12.0
2021-04-15 05:00,6.0,736.0,757.6,-0.6,29.0,从南方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,,,0.5,9.8,,,,,,13.0,-10.7,,12.0
2021-04-15 08:00,10.8,735.9,757.6,-0.1,25.0,从东南偏南方向吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.0,10.8,,,,,,12.0,-8.4,,12.0
2021-04-15 11:00,16.4,734.4,755.7,-1.5,24.0,从南方吹来的风,4,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.0,16.4,,,,,,12.0,-4.2,,12.0
2021-04-15 14:00,18.8,732.4,753.6,-2.0,20.0,从西南偏西方向吹来的风,7,,15.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.0,19.4,,,,,,8.0,-4.6,,12.0
2021-04-15 17:00,17.0,731.9,753.1,-0.5,28.0,从西南方吹来的风,5,,16.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.0,19.4,,,,,,10.0,-1.6,,12.0
2021-04-15 20:00,14.2,732.9,754.0,1.0,28.0,从南方吹来的风,4,,16.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.2,19.4,,,,,,12.0,-4.0,,12.0
2021-04-15 23:00,11.4,732.9,753.9,0.0,24.0,从西南偏南方向吹来的风,5,,16.0,,云量发展情况没有进行观测或无法观测。 ,,,5.2,19.4,,,,,,13.0,-8.5,,12.0
2021-04-16 02:00,9.0,731.1,752.1,-1.8,23.0,从东南偏南方向吹来的风,4,,16.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,5.3,19.4,,,,,,14.0,-11.0,,12.0
2021-04-16 05:00,5.8,730.4,751.6,-0.7,50.0,从南方吹来的风,7,,15.0,,间歇性雨，不冻，在观测时较弱 ,,,5.7,19.4,,,,,,11.0,-3.8,,12.0
2021-04-16 08:00,5.3,729.7,750.9,-0.7,70.0,从西南偏南方向吹来的风,6,,15.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.6,19.4,,,,,,12.0,0.3,0.3,12.0
2021-04-16 11:00,5.4,730.3,751.7,0.6,66.0,从西南偏西方向吹来的风,8,,18.0,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,19.4,,,,,,14.0,-0.6,0.6,12.0
2021-04-16 14:00,6.6,730.6,752.1,0.3,57.0,从西南偏西方向吹来的风,6,,18.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,,,,,,,11.0,-1.3,0.8,12.0
2021-04-16 17:00,8.1,730.6,752.1,0.0,38.0,从西南偏西方向吹来的风,6,,18.0,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,,,,,,,7.0,-5.4,0.9,12.0
2021-04-16 20:00,4.0,732.9,754.6,2.3,72.0,从西南偏西方向吹来的风,8,,18.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,14.1,,,,,,7.0,-0.6,0.7,12.0
2021-04-16 23:00,4.9,733.6,755.4,0.7,50.0,从西南偏西方向吹来的风,5,,17.0,,云量发展情况没有进行观测或无法观测。 ,,,2.7,11.4,,,,,,10.0,-4.7,0.4,12.0
2021-04-17 02:00,3.3,734.2,755.9,0.6,51.0,从西南方吹来的风,3,,16.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,9.0,,,,,,11.0,-5.9,0.2,12.0
2021-04-17 05:00,3.1,734.8,756.6,0.6,55.0,从西南方吹来的风,2,,16.0,,云量发展情况没有进行观测或无法观测。 ,,,2.7,8.2,,,,,,12.0,-5.1,0.1,12.0
2021-04-17 08:00,3.1,736.6,758.5,1.8,69.0,从西南偏西方向吹来的风,3,,13.0,,云量发展情况没有进行观测或无法观测。 ,雨,在整个相应周期内云遮住了一半或以下的天空,2.7,,,,,,,11.0,-2.2,,12.0
2021-04-17 11:00,4.0,737.9,759.8,1.3,74.0,从西南偏西方向吹来的风,2,,10.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,,,,,,,11.0,-0.2,,12.0
2021-04-17 14:00,6.1,738.5,760.4,0.6,66.0,从西南偏西方向吹来的风,2,,7.0,,云量发展情况没有进行观测或无法观测。 ,雨,在整个相应周期内云遮住了一半或以下的天空,2.7,8.2,,,,,,10.0,0.2,,12.0
2021-04-17 17:00,4.2,739.3,761.2,0.8,91.0,从北方吹来的风,1,,7.0,,薄雾 ,雨,在整个相应周期内云遮住了一半或以下的天空,2.7,8.1,,,,,,5.0,2.9,0.1,12.0
2021-04-17 20:00,4.4,740.7,762.7,1.4,86.0,从西北偏西方向吹来的风,2,,6.0,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,7.0,,,,,,5.0,2.3,0.2,12.0
2021-04-17 23:00,0.2,741.1,763.3,0.4,90.0,从西南偏西方向吹来的风,0,,6.0,,云量发展情况没有进行观测或无法观测。 ,,,0.2,7.0,,,,,,7.0,-1.2,0.2,12.0
2021-04-18 02:00,-1.5,740.8,762.9,-0.3,95.0,从西南方吹来的风,0,,6.0,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.6,7.0,,,,,,5.0,-2.2,0.2,12.0
2021-04-18 05:00,-0.1,741.0,763.2,0.2,96.0,从西南偏南方向吹来的风,2,,6.0,,薄雾 ,,,-2.1,7.0,,,,,,5.0,-0.7,0.1,12.0
2021-04-18 08:00,4.6,741.4,763.3,0.4,78.0,从西南偏南方向吹来的风,3,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.1,7.0,,,,,,10.0,1.1,,12.0
2021-04-18 11:00,10.2,739.9,761.8,-1.5,48.0,从西南方吹来的风,4,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.1,10.9,,,,,,13.0,-0.3,,12.0
2021-04-18 14:00,14.3,737.5,759.2,-2.4,29.0,从西南偏西方向吹来的风,4,,9.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.1,14.3,,,,,,13.0,-3.5,,12.0
2021-04-18 17:00,15.0,735.7,757.3,-1.8,25.0,从西南偏西方向吹来的风,4,,9.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.1,15.7,,,,,,13.0,-4.9,,12.0
2021-04-18 20:00,11.8,735.4,757.0,-0.3,37.0,从南方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.1,15.7,,,,,,10.0,-2.4,,12.0
2021-04-18 23:00,11.1,734.1,755.4,-1.3,34.0,从东南偏南方向吹来的风,2,,9.0,,云量发展情况没有进行观测或无法观测。 ,,,,15.7,,,,,,12.0,-4.2,,12.0
2021-04-19 02:00,9.5,732.3,753.4,-1.8,34.0,从东南偏南方向吹来的风,2,,9.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,15.7,,,,,,12.0,-5.6,,12.0
2021-04-19 05:00,8.7,732.1,753.3,-0.2,41.0,从西南偏南方向吹来的风,2,,8.0,,云量发展情况没有进行观测或无法观测。 ,,,0.0,15.7,,,,,,11.0,-4.1,,12.0
2021-04-19 08:00,12.2,733.0,754.2,0.9,41.0,从西南偏西方向吹来的风,4,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.6,15.7,,,,,,9.0,-0.7,,12.0
2021-04-19 11:00,18.1,734.1,755.1,1.1,28.0,从西方吹来的风,4,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.3,18.5,,,,,,9.0,-0.7,,12.0
2021-04-19 14:00,20.8,734.9,755.9,0.8,24.0,从西北偏北方向吹来的风,5,,10.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.3,21.7,,,,,,10.0,-0.5,,12.0
2021-04-19 17:00,17.7,737.0,758.2,2.1,26.0,从西北偏北方向吹来的风,4,,12.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.3,21.7,,,,,,10.0,-2.0,,12.0
2021-04-19 20:00,12.4,740.0,761.4,3.0,23.0,从北方吹来的风,2,,12.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.3,21.7,,,,,,10.0,-8.2,,12.0
2021-04-19 23:00,9.2,741.9,763.2,1.9,33.0,从北方吹来的风,2,,12.0,,云量发展情况没有进行观测或无法观测。 ,,,7.3,21.7,,,,,,9.0,-6.2,,12.0
2021-04-20 02:00,7.2,743.1,764.4,1.2,40.0,从东方吹来的风,1,,12.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.1,21.7,,,,,,11.0,-5.5,,12.0
2021-04-20 05:00,1.4,744.6,766.3,1.5,57.0,从东北偏东方向吹来的风,1,,11.0,,云量发展情况没有进行观测或无法观测。 ,,,1.4,21.7,,,,,,11.0,-6.2,,12.0
2021-04-20 08:00,10.6,745.1,766.6,0.5,26.0,从东南方吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.2,21.7,,,,,,11.0,-8.1,,12.0
2021-04-20 11:00,14.1,745.1,766.6,0.0,16.0,从东北偏北方向吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.2,21.7,,,,,,14.0,-11.4,,12.0
2021-04-20 14:00,16.1,743.8,765.4,-1.3,14.0,从东方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.2,21.0,,,,,,13.0,-11.4,,12.0
2021-04-20 17:00,16.3,742.7,764.4,-1.1,13.0,从东南方吹来的风,3,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.2,17.7,,,,,,13.0,-12.2,,12.0
2021-04-20 20:00,12.6,743.2,764.8,0.5,21.0,从东南偏东方向吹来的风,1,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.2,17.4,,,,,,8.0,-9.2,,12.0
2021-04-20 23:00,11.5,742.9,764.2,-0.3,20.0,从东南偏东方向吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,,,,17.4,,,,,,8.0,-10.7,,12.0
